,Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
1871,200611.0,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9575.0
1872,200611.0,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11119.0
1873,200611.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,58291.0
1874,200611.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,58961.0
1875,200611.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,11209.0
1876,200611.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12570.0
1877,200611.0,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,International,Asia,Deplaned,Other,Other,Other,2.0
1878,200611.0,Evergreen International Airlines,EZ,Evergreen International Airlines,EZ,International,Asia,Enplaned,Other,Other,Other,2.0
1879,200611.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,19846.0
1880,200611.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,19826.0
1881,200611.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6805.0
1882,200611.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,7224.0
1883,200611.0,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4241.0
1884,200611.0,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4523.0
1885,200611.0,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7907.0
1886,200611.0,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,7447.0
1887,200611.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,7660.0
1888,200611.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7370.0
1889,200611.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4014.0
1890,200611.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,3931.0
1891,200611.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,18802.0
1892,200611.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,17836.0
1893,200611.0,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5390.0
1894,200611.0,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,7327.0
1895,200611.0,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,2049.0
1896,200611.0,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,3540.0
1897,200611.0,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,44142.0
1898,200611.0,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,44666.0
1899,200611.0,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6241.0
1900,200611.0,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6685.0
1901,200611.0,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10320.0
1902,200611.0,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,8669.0
1903,200611.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,3433.0
1904,200611.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,3192.0
1905,200611.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,14627.0
1906,200611.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,15746.0
1907,200611.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5748.0
1908,200611.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5101.0
1909,200611.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,91439.0
1910,200611.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,91287.0
1911,200611.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6120.0
1912,200611.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,5924.0
1913,200611.0,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3146.0
1914,200611.0,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Enplaned,Low Fare,International,A,3222.0
1915,200611.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3520.0
1916,200611.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3472.0
1917,200611.0,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,3756.0
1918,200611.0,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,4295.0
1919,200611.0,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,35498.0
1920,200611.0,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,31897.0
1921,200611.0,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,36370.0
1922,200611.0,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,34548.0
1923,200611.0,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,49094.0
1924,200611.0,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,49670.0
1925,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,12290.0
1926,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,309.0
1927,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25395.0
1928,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,23999.0
1929,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,331.0
1930,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,53202.0
1931,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,349495.0
1932,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,52318.0
1933,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,361206.0
1934,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5639.0
1935,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,69657.0
1936,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,67199.0
1937,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,4133.0
1938,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8170.0
1939,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8157.0
1940,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1194.0
1941,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,11617.0
1942,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12005.0
1943,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,45.0
1944,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,21324.0
1945,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,21173.0
1946,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,826.0
1947,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,10294.0
1948,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,11615.0
1949,200611.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,315.0
1950,200611.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,8044.0
1951,200611.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,7796.0
1952,200612.0,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,21281.0
1953,200612.0,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,20712.0
1954,200612.0,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4618.0
1955,200612.0,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4805.0
1956,200612.0,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,6761.0
1957,200612.0,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,7256.0
1958,200612.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8731.0
1959,200612.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,8893.0
1960,200612.0,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,6997.0
1961,200612.0,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,6991.0
1962,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,39362.0
1963,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,45531.0
1964,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,3011.0
1965,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,3073.0
1966,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,5422.0
1967,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,1697.0
1968,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,9837.0
1969,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,14122.0
1970,200612.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2230.0
1971,200612.0,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5328.0
1972,200612.0,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5801.0
1973,200612.0,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,133306.0
1974,200612.0,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,139122.0
1975,200612.0,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3031.0
1976,200612.0,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,3038.0
1977,200612.0,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Other,Other,Other,4.0
1978,200612.0,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Other,Other,Other,4.0
1979,200612.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4451.0
1980,200612.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,4467.0
1981,200612.0,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,1833.0
1982,200612.0,Atlantic Southeast Airlines,EV,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,2289.0
1983,200612.0,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,15653.0
1984,200612.0,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,16644.0
1985,200612.0,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,9984.0
1986,200612.0,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Other,International,A,10577.0
1987,200612.0,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10489.0
1988,200612.0,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11613.0
1989,200612.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,53906.0
1990,200612.0,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,55353.0
1991,200612.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,12622.0
1992,200612.0,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,13884.0
1993,200612.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,C,17125.0
1994,200612.0,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,19646.0
1995,200612.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,6743.0
1996,200612.0,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,Terminal 1,C,6776.0
1997,200612.0,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4345.0
1998,200612.0,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,4721.0
1999,200612.0,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7113.0
2000,200612.0,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8191.0
2001,200612.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,7722.0
2002,200612.0,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,7309.0
2003,200612.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,4199.0
2004,200612.0,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,4540.0
2005,200612.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,19263.0
2006,200612.0,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Other,International,G,18555.0
2007,200612.0,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5357.0
2008,200612.0,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,8566.0
2009,200612.0,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,1785.0
2010,200612.0,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Other,Terminal 3,E,3579.0
2011,200612.0,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Other,Terminal 1,C,45203.0
2012,200612.0,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Other,Terminal 1,C,48080.0
2013,200612.0,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,6308.0
2014,200612.0,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Other,International,A,6840.0
2015,200612.0,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8883.0
2016,200612.0,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,13021.0
2017,200612.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,6765.0
2018,200612.0,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,6389.0
2019,200612.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16438.0
2020,200612.0,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,18142.0
2021,200612.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5894.0
2022,200612.0,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,6063.0
2023,200612.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,91836.0
2024,200612.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,92379.0
2025,200612.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,6341.0
2026,200612.0,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6352.0
2027,200612.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3597.0
2028,200612.0,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,3827.0
2029,200612.0,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,4516.0
2030,200612.0,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,6260.0
2031,200612.0,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,36156.0
2032,200612.0,US Airways,US ,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,31897.0
2033,200612.0,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Low Fare,Terminal 1,B,38293.0
2034,200612.0,US Airways,US ,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,35548.0
2035,200612.0,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,50618.0
2036,200612.0,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,52589.0
2037,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,14346.0
2038,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,363.0
2039,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,25034.0
2040,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,24292.0
2041,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,391.0
2042,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,49392.0
2043,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,345339.0
2044,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Low Fare,Terminal 3,F,54105.0
2045,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,364408.0
2046,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,6677.0
2047,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,65916.0
2048,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,70588.0
2049,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3360.0
2050,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8892.0
2051,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Other,International,G,8853.0
2052,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,804.0
2053,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,14662.0
2054,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,15799.0
2055,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Thru / Transit,Other,Terminal 3,F,21.0
2056,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,21866.0
2057,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Other,International,G,22418.0
2058,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,709.0
2059,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,10696.0
2060,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,12439.0
2061,200612.0,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,330.0
2062,200612.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,9050.0
2063,200612.0,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,8951.0
2064,200701.0,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,International,A,48.0
2065,200701.0,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Enplaned,Low Fare,International,A,48.0
2066,200701.0,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,19541.0
2067,200701.0,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,Terminal 3,E,18824.0
2068,200701.0,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,4845.0
2069,200701.0,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,4397.0
2070,200701.0,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7200.0
2071,200701.0,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6473.0
2072,200701.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,9254.0
2073,200701.0,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,9969.0
2074,200701.0,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4171.0
2075,200701.0,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,4141.0
2076,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,35595.0
2077,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,35845.0
2078,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,2260.0
2079,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,2846.0
2080,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,5199.0
2081,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Thru / Transit,Other,Terminal 1,B,1661.0
2082,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,12645.0
2083,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,11399.0
2084,200701.0,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1460.0
2085,200701.0,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6144.0
2086,200701.0,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5189.0
2087,200701.0,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,124647.0
2088,200701.0,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,116955.0
2089,200701.0,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3042.0
2090,200701.0,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,2576.0
2091,200701.0,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Other,Other,Other,10.0
2092,200701.0,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4952.0
